央视V6,#genre#
滁州公共频道,http://live.cztv.cc:85/live/ggpd.m3u8
浙江钱江都市频道,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教育科技频道,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江电视台影视娱乐频道,http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江6频道民生休闲频道,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻频道,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江电视台少儿频道,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
好易购电视购物,http://ali-m-l.cztv.com/channels/lantian/channel011/1080p.m3u8
萧山综合频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
余杭新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
余杭未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
临平新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
象山电视台新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
余姚新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化频道,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
文成新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
苍南新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
永嘉新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
绍兴文化影视频道,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴电视台公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴新闻综合频道,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
新昌生活频道,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
上虞新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影视频道,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都频道,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
嵊州新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
东阳影视生活频道,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
武义新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
兰溪新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
龙游新闻综合频道,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐频道,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
开化新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园频道,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
衢江新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
平湖新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲频道,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
遂昌新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
松阳新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
庆元新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
缙云新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
龙泉新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
云和新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
普陀电视台,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
嵊泗新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8
石景山电视台,http://live.sjsrm.com/bjsjs/sd/live.m3u8
锦州一套新闻综合频道,http://stream.jzgbdst.cn/1/sd/live.m3u8
锦州二套教育频道,http://stream.jzgbdst.cn/2/sd/live.m3u8
潍坊二套经济生活频道,https://wfrtv-live-tz.wfcmw.cn:5443/live/wftv2.m3u8
潍坊三套公共频道,https://wfrtv-live-tz.wfcmw.cn:5443/live/wftv3.m3u8
潍坊四套科教频道,https://wfrtv-live-tz.wfcmw.cn:5443/live/wftv4.m3u8
青州电视台新闻综合频道,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州电视台生活频道,http://sdqz.chinashadt.com:2036/live/stream:2.stream/playlist.m3u8
青州电视台文化旅游频道,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
济宁新闻综合频道,http://lives.jnnews.tv/video/s10001-JNTV-1/index.m3u8
济宁图文频道,http://lives.jnnews.tv/video/s10001-JNTV4/index.m3u8
济宁公共频道,http://lives.jnnews.tv/video/s10001-JNTV3/index.m3u8
济宁教育频道,http://lives.jnnews.tv/video/s10001-JNTV-2/index.m3u8
菏泽一套新闻综合频道,http://live.hznet.tv:1935/live/live1/500K/tzwj_video.m3u8
菏泽二套经济生活频道,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽三套影视频道,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
威海一套新闻综合频道,http://l1.weihai.tv:8081/hls/969O76hb22.m3u8
临沂新闻综合频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂公共频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂农科频道,https://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
哈尔滨新闻综合频道,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活频道,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨娱乐频道,http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨影视频道,http://stream.hrbtv.net/yspd/sd/live.m3u8
上海金山电视台,http://livejs1.newsjs.net/jspd/playlist.m3u8
崇明电视台,https://pili-live-hls.wdit.com.cn/wditlive/c038f4fafbdf4f97ba74c74ad67259b931ee.m3u8
云南都市频道yntv2,http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8
云南娱乐频道yntv3,http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8
云南公共频道yntv6,http://tvlive.ynradio.com/live/yunnangonggong/chunks.m3u8
云南澜湄国际频道,http://tvlive.ynradio.com/live/yunnanguoji/chunks.m3u8
云南少儿频道yntv7,http://tvlive.ynradio.com/live/yunnanshaoer/chunks.m3u8
文山新闻综合频道,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
文山公共频道,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
砚山电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel16/playlist.m3u8
西畴电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel11/playlist.m3u8
麻栗坡电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel18/playlist.m3u8
广南电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel19/playlist.m3u8
富宁电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel13/playlist.m3u8
丘北电视台,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel14/playlist.m3u8
西双版纳一套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
西双版纳二套,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
广安新闻综合频道,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安公共频道,http://live1.gatv.com.cn:85/live/GGPD.m3u8
荆门新闻频道,http://stream.jmtv.com.cn/xwzh/sd/live.m3u8
荆门公共频道,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
三明一套新闻综合频道,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明二套公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
重庆时尚购物频道,https://tvlive.ugoshop.com/ugotvlive/ssgotv.m3u8?auth_key=2312509421-0-0-6642ec3645caa943da6855a9ef7e2129
万州综合频道,http://123.146.162.24:8017/iTXwrGs/800/live.m3u8
万州三峡移民频道,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8
万州影视文艺频道,http://123.146.162.24:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8
忠县综合频道,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
邯郸新闻综合频道,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
邯郸科教频道,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
张家口一套新闻综合频道,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
张家口二套公共频道,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
延边卫视,https://live.ybtvyun.com/video/s10006-2f92b9e0b123/index.m3u8
延边一套新闻综合频道,https://live.ybtvyun.com/video/s10006-ff4eb5dba33d/index.m3u8
延边二套汉语综合频道,https://live.ybtvyun.com/video/s10006-e9c6f9e4d53b/index.m3u8
广西南宁新闻综合频道,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
广西广西南宁都市生活频道,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
广西南宁影视娱乐频道,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
广西南宁公共频道,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
宾阳电视台,https://live.gxrb.com.cn/gx/binyang/index.m3u8
贺州电视台综合频道,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8
融水电视台,https://live.gxrb.com.cn/gx/rongshui/index.m3u8
田东电视台,https://live.gxrb.com.cn/gx/tiandong/index.m3u8
凌云电视台,https://live.gxrb.com.cn/gx/lingyun/index.m3u8
靖西电视台,https://live.gxrb.com.cn/gx/jingxi/index.m3u8
梧州新闻综合频道,http://live.wzrtv.cn:80/xwzh1/sd/live.m3u8
梧州公共频道,http://live.wzrtv.cn:80/ggpd1/sd/live.m3u8
梧州教育生活频道,http://live.wzrtv.cn:80/jysh1/sd/live.m3u8
巴马电视台,https://live.gxrb.com.cn/gx/bama/index.m3u8
都安电视台,https://live.gxrb.com.cn/gx/duan/index.m3u8
龙州电视台,https://live.gxrb.com.cn/gx/longzhou/index.m3u8
北海新闻综合频道,https://live.gxrb.com.cn/gx/beihai/index.m3u8
山西运城一套新闻综合频道,http://live.0359tv.com/lsdream/ss4Lj11/live.m3u8
山西运城二套公共频道,http://live.0359tv.com/lsdream/t667aTY/live.m3u8
山西运城三套科教频道,http://live.0359tv.com/lsdream/p5eq48m/live.m3u8
陕西延安一套新闻综合频道,http://lives.cloud.yanews.cn/video/s10001-YATV-2/index.m3u8
陕西延安二套公共频道,http://lives.cloud.yanews.cn/video/s10001-YATV-1/index.m3u8
宁夏公共频道,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏经济频道,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏少儿频道,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
宁夏电视台影视频道,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
海口一套综合频道,http://183.255.46.4:16080/live/tv2501.m3u8
甘肃平凉新闻综合频道,http://pili-live-hls.182.i2863.com/i2863-182/live_182_089153.m3u8
甘肃平凉公共频道,http://pili-live-hls.182.i2863.com/i2863-182/live_182_203925.m3u8
UTV1乌鲁木齐新闻综合频道,http://pili-live-hls.xjwlmqapp2019.sobeylive.com/xjwlmqapp2019/xwzh.m3u8
鄂托克旗电视台,http://live.zcznbj.cn/hls/F509Rh7GR/F509Rh7GR_live.m3u8
贵州遵义新闻综合频道,http://pluslive.zunyifb.com/xwpd/playlist.m3u8?_upt=98d7058c1721744565
贵州遵义公共频道,http://pluslive.zunyifb.com/ggpd/playlist.m3u8?_upt=d6aa45661721744583
青海安多卫视,http://stream.qhbtv.com/adws/playlist.m3u8?_upt=563fa1181721744621
青海经视频道,http://stream.qhbtv.com/qhsh/sd/live.m3u8?_upt=77f9afe91721744452
青海都市频道,http://stream.qhbtv.com/qhds/sd/live.m3u8?_upt=3d91dadd1721734076
凤凰资讯,http://116.162.6.192/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
CGTN英语,https://live.cgtn.com/1000/prog_index.m3u8
CGTN纪录,https://livedoc.cgtn.com/1000d/prog_index.m3u8
CGTN俄语,http://news.cgtn.com/resource/live/russian/cgtn-r.m3u8

NewTV,#genre#
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
明星大片,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
海外剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8

体育,#genre#
魅力足球,http://111.7.150.107:80/wh7f454c46tw2410900298_-287524708/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226558/1.m3u8
咪咕全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8
咪咕视频 体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8

老电影,#genre#
少林寺,http://uptt.gcwduoduo.com/webup/220716/cadcf1093a8873377dabf576d6318e45.mp4
少林小子,http://uptt.gcwduoduo.com/webup/220716/4ec6d242079fa332891d09f3b8db3071.mp4
南北少林,http://uptt.gcwduoduo.com/v/210309/7007f4d54f2ebc09af78f28a09d04acd.mp4
少林俗家弟子,http://uptt.gcwduoduo.com/webup/220716/90afe2526447d486663868d300cf8b3f.mp4
上甘岭-1956年,http://uptt.gcwduoduo.com/webup/231215/8e583169c607c292974f01fb2cbc326a.mp4
五朵金花-高清修复-1959年,http://uptt.gcwduoduo.com/v/230726/34379cfdc58e35f69fdfee1ec4bf4ba0.mp4
地雷战,http://uptt.gcwduoduo.com/webup/220922/a23e6f15b5fad43540c83260dc58006a.mp4
小兵张嘎,http://uptt.gcwduoduo.com/v/210223/d771cbe46f9812249ed14b6153f37f8c.mp4
闪闪的红星,http://uptt.gcwduoduo.com/webup/231227/727d0a3ada1a0c4da8509bb5b2afcee8.mp4
渡江侦察记,http://uptt.gcwduoduo.com/v/210223/18dc79682b91674fd8455159f2e51d29.mp4
南征北战,http://uptt.gcwduoduo.com/v/210223/5e8cf18c460614cf2f32f87c6658f963.mp4
巍巍昆仑,http://uptt.gcwduoduo.com/v/210309/ea8d1b12289bbba99427ae43f40f1dc4.mp4
鹰爪铁布衫,http://uptt.gcwduoduo.com/webup/220710/d91f562e712e4aeb72b9c262c49c5387.mp4
咱们的牛百岁,http://uptt.gcwduoduo.com/v/210309/4bbb7187077ba404dc4383e377aa6c56.mp4
桥-南斯拉夫1969年,http://uptt.gcwduoduo.com/webup/230925/ccab78d922fd87a6cd40c071f9c82c27.mp4
这里的黎明静悄悄-苏联1972年,http://uptt.gcwduoduo.com/webup/240111/78c29222c80361d0febffa27f19fcd42.mp4
夺印-1963年,http://uptt.gcwduoduo.com/v/230831/aba64b473910e32fd9f888cedb6f388e.mp4
平原游击队-1955,http://uptt.gcwduoduo.com/webup/231117/ea193aaca55818ac34891c8102f3e860.mp4
野火春风斗古城-1963年,http://uptt.gcwduoduo.com/webup/231205/2d1d972555aaa90ad75109bdca815ea2.mp4
三毛流浪记-1949年,http://uptt.gcwduoduo.com/webup/231206/c3e5037118a987d446193cc96f388ff7.mp4
英雄儿女-1964年,http://uptt.gcwduoduo.com/webup/231215/ac1336d8fd1e57160f092228559d00f5.mp4
六盘山-1978年,http://uptt.gcwduoduo.com/webup/231227/0fb8e44848747e5de508aae208ae14e3.mp4
永不消逝的电波-1958年,http://uptt.gcwduoduo.com/webup/231227/f2cffe2ef4799b029ba85e0857e08d9a.mp4
狼牙山五壮士-1958年,http://uptt.gcwduoduo.com/webup/231227/c51ad400efe64b52e13f622155437041.mp4
艳阳天-1973年,http://uptt.gcwduoduo.com/webup/240106/f53c4cc527abbf694582dfb45d74fbe5.mp4
大刀记,http://uptt.gcwduoduo.com/v/210223/ce0069351d6c293ce422b8d04a48289f.mp4
自古英雄出少年,http://uptt.gcwduoduo.com/webup/220716/6d19e84ce4059348380a37a39c8b6541.mp4
骆驼祥子,http://uptt.gcwduoduo.com/v/210309/cbfde6d86260b425d206463dc3a2a074.mp4
飞来的女婿,http://uptt.gcwduoduo.com/v/210309/ac18b08702a45e385e3a671d1cde177c.mp4
大渡河,http://uptt.gcwduoduo.com/webup/230819/1dcd592bff85bb1c9cc517993108276c.mp4
林海雪原-1960年,http://uptt.gcwduoduo.com/webup/230731/89ab26a7b599cb82d0658793bbf4c0e0.mp4
铁道游击队,http://uptt.gcwduoduo.com/v/210223/10f5e91328a9412c6d22252fd0fa1e48.mp4
地道战,http://uptt.gcwduoduo.com/v/210223/d09159a31f65daa10099ab67949a2198.mp4
三进山城-高清修复1962年,http://uptt.gcwduoduo.com/webup/230619/2ab5b4d7fb1837bbde31fc67bd7158e6.mp4
白毛女,http://uptt.gcwduoduo.com/webup/220926/4c36b15fbfd5e21e44577a25c2bee07e.mp4
红色娘子军-1972年,http://uptt.gcwduoduo.com/webup/231229/fb714b551c0e2806b63808934bced71a.mp4
黄桥决战,http://uptt.gcwduoduo.com/webup/230819/bde8e91a4b38367ef531fd8702521634.mp4
我们是八路军,http://uptt.gcwduoduo.com/webup/230721/112525d2f446ac9fa8173dbd74457c53.mp4
朝鲜战争真实影像记录,http://uptt.gcwduoduo.com/webup/230308/ee6e3fb3a2002fd0f369de4a86399077.mp4
白莲花,http://uptt.gcwduoduo.com/webup/2201002/b520601a8acf07204ad020c23539ae39.mp4
古刹钟声-高清修复-1958年,http://uptt.gcwduoduo.com/webup/230902/f616a4c128ebde5e8c441c72ee26a522.mp4
阿诗玛-1964年,http://uptt.gcwduoduo.com/webup/231116/6e82ba278359df213190aa7091f8f610.mp4
纪录片国庆颂1974年,http://uptt.gcwduoduo.com/webup/231012/e3d068b5597887b644824ec8effc0a41.mp4

戏曲,#genre#
豫剧-倒霉大叔的婚事,http://uptt.gcwduoduo.com/v/200901/182b44da66a166d672ab840c5e251f9d.mp4
豫剧-倒霉大叔的婚事新版,http://uptt.gcwduoduo.com/webup/240109/1ee277fdf43e88cd3dfed7e9aaeb93a0.mp4
豫剧-卷席筒续集,http://uptt.gcwduoduo.com/v/200623/8485616d11060b039d2a79874fd69c6c.mp4
豫剧-朝阳沟,http://uptt.gcwduoduo.com/v/230706/d120a1b58d32d0cdae69069d72c6aa8d.mp4
豫剧-朝阳沟-省三团,http://uptt.gcwduoduo.com/v/190116/cf91667f48e329e2d6c046fe263a7772.mp4
豫剧-花木兰-常香玉,http://uptt.gcwduoduo.com/v/220516/cca4d215b8c4dc747bdd161996644592.mp4
豫剧-穆桂英挂帅-马金凤高清修复1958年,http://uptt.gcwduoduo.com/v/230816/c6a9f1664e597d208e6351aa0828a7b1.mp4
豫剧-穆桂英挂帅-马金凤1958年,http://uptt.gcwduoduo.com/v/200818/0a8244cef52e092c41e55b26f1d3ad3c.mp4
豫剧-五世请缨,http://uptt.gcwduoduo.com/webup/220728/90bc290beb934088350617f08cd7d663.mp4
豫剧-桃园喜,http://uptt.gcwduoduo.com/v/201030/45f02d572d8dcc7e215701c0e268d25c.mp4
豫剧-人欢马叫,http://uptt.gcwduoduo.com/webup/220728/a2ccaca043d97deae2ec183bec8a43d3.mp4
豫剧-时来运转-洛阳春晓豫剧团,http://uptt.gcwduoduo.com/webup/240109/a9d73c9bcce5e9d71655f6aaa33b7816.mp4
豫剧-包青天,http://uptt.gcwduoduo.com/webup/230307/2b1c916bda2605d77b6746f9c37fc52a.mp4
豫剧-黄河边,http://uptt.gcwduoduo.com/webup/230418/8fad94693440f7f4750791b0c4047ee5.mp4
豫剧-黄河滩上的女人,http://uptt.gcwduoduo.com/webup/230121/26074469a1fc770b20f12e350c6012cb.mp4
豫剧-洛阳桥,http://uptt.gcwduoduo.com/webup/2201010/4576247a452d0b4109df07f3b9b10b36.mp4
曲剧-五女拜寿,http://uptt.gcwduoduo.com/v/220509/d4809d70978dbad3d89eea4ee34564ac.mp4
曲剧-李豁子离婚,http://uptt.gcwduoduo.com/v/200914/7213d1f14890895236168f31147dac0f.mp4
曲剧-李豁子再婚,http://uptt.gcwduoduo.com/v/190304/e6a4dded42eec0c0ccee4e86d1bdd83b.mp4
刘三姐,http://uptt.gcwduoduo.com/webup/220915/ed6f44a65bc48e48a1419a322fe253b4.mp4
梨园春926期,http://uptt.gcwduoduo.com/v/190624/094ab85367c868330de4d32190d84625.mp4
梨园春939期,http://uptt.gcwduoduo.com/v/190627/32d79330ec85ba920cf3fd9eda26ecf5.mp4
梨园春958期,http://uptt.gcwduoduo.com/v/190711/611e49a238871e35e54cafdcdf5e7621.mp4
梨园春967期,http://uptt.gcwduoduo.com/v/190624/4258e342dfe7037f3e3cc090af2f23e8.mp4
梨园春977期,http://uptt.gcwduoduo.com/v/190627/87202d178766324c0bf1088a72cdecef.mp4
梨园春978期,http://uptt.gcwduoduo.com/v/190711/e58e8ce26882439be4acbd0192054b9d.mp4
梨园春979期,http://uptt.gcwduoduo.com/v/190711/7d515f0a522b9cec057b3f96d6f72c49.mp4
梨园春981期,http://uptt.gcwduoduo.com/v/190627/261c442532c401d214b34e44e449dbb5.mp4
梨园春984期,http://uptt.gcwduoduo.com/v/190711/747a7d6c99728818f6e9c1a97f3cda24.mp4
梨园春985期,http://uptt.gcwduoduo.com/v/190711/15e1f5bd917685244627646bf73353df.mp4
梨园春986期,http://uptt.gcwduoduo.com/v/190712/ca72a4c1303a6a8454f588a76d481d91.mp4
梨园春987期,http://uptt.gcwduoduo.com/v/190627/4b57a51f88b890bf4091a1ac6a6baf85.mp4
梨园春989期,http://uptt.gcwduoduo.com/v/190614/0e453d0df337afa5c2c84aba775e0d64.mp4
梨园春2017年总决赛,http://uptt.gcwduoduo.com/v/190627/4cc248fec1ec1fa0c26eed39cab67fe7.mp4
梨园春-走进俄罗斯,http://uptt.gcwduoduo.com/v/190712/b1920dc94e7a984fa56cdaa6c13172fa.mp4
梨园春一起唱戏吧2,http://uptt.gcwduoduo.com/v/190618/d033058accae14ce40c4a0ee18ec88d5.mp4

历年春晚,#genre#
春晚1983,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4#https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4#https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8#https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8#https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8#https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
